"treeid","common_name","age_class","canopy_radius","condition_class","desirability","height_class","overhead_lines","planting_type","root_infringement","stems","gtw_priority","estimated_value","tree_notes","est_pruning_hours","crew","date_inventoried","last_updated","other_species","i_tree_code","genus_species","genus","species","latitude","location_type","location_value","longitude","dedicated","dedication_year","dbh_1","dbh_2","dbh_3","dbh_4","dbh_5","dbh_height","adv_ass_root","adv_ass_stem","vtsa","isa_consequences","isa_failure","isa_fail_impact","isa_impact","isa_risk_rating","plant_part_concern","primary_target","secondary_target","date_rec","rcx","soils_1","soils_2","date_rec_1","prune","pruning_category","pruning_goal_1","pruning_goal_2","pruning_goal_other","pruning_system","date_rec_2","removal","date_rec_3","cable","cable_info","cable_size","date_rec_4","brace_rod","brace_rod_info","date_rec_5","date_rec_6","guy","guy_info","date_rec_7","date_rec_8","pest_disease_type_1","pest_disease_type_2","pest_disease_type_3","pest_disease_type_4","pest_disease_type_5","pest_disease_type_6","defect_other","defect_type_1","defect_type_2","defect_type_3","defect_type_4","defect_type_5","defect_type_6","addr_1","street_num","street_name","city","post_code","state","crn_light_exposure","total_height","tree_site","file_extension","filename","image_type"
1199,"Cherry","Semi-mature",,"Good",0.55,,"No",1,"51-75%",1,,408,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54151221,"Street tree","Fair",-80.18785513,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Co-dominant stems","","","","","","248 Grant St","248","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1200,"Ginkgo","Young",,"Good",0.7,,"No",1,"51-75%",1,"2",57.7,"",0,"STD","3/8/18","3/8/18","","GIBI","Ginkgo biloba","Ginkgo","biloba",40.5413004,"Street tree","Fair",-80.18806313,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",1,"New 2","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Lean","","","","","","201 Grant St","201","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1201,"Serviceberry","Semi-mature",,"Good",0.8,,"Within crown",1,"51-75%",1,,593.46,"",0,"STD","3/8/18","3/8/18","","AMCA","Amelanchier canadensis","Amelanchier","canadensis",40.54147125,"Street tree","Fair",-80.18777537,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Co-dominant stems","Topping/heading cuts","","","","","248 Grant St","248","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1202,"Serviceberry","Mature",,"Good",0.8,,"Within crown",1,"51-75%",1,,1335.29,"",0,"STD","3/8/18","3/8/18","","AMCA","Amelanchier canadensis","Amelanchier","canadensis",40.54154729,"Street tree","Fair",-80.18768357,,1,9,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Overextended branch","Topping/heading cuts","","","","","258 Grant St","258","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1203,"Serviceberry","Mature",,"Good",0.8,,"Within crown",1,"51-75%",1,,1648.5,"",0,"STD","3/8/18","3/8/18","","AMCA","Amelanchier canadensis","Amelanchier","canadensis",40.5416015,"Street tree","Fair",-80.18760849,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Co-dominant stems","Topping/heading cuts","","","","","260 Grant St","260","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1204,"Cherry","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,"2",181.34,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54184351,"Street tree","Fair",-80.18734645,,1,4,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Sidewalk;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","270 Grant St","270","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1205,"Cherry","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,"2",725.34,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54193006,"Street tree","Fair",-80.18725579,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Sidewalk;Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","306 Grant St","306","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1206,"Cherry","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,"2",408,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54199946,"Street tree","Fair",-80.18715189,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce density","","Thin:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","306 Grant St","306","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1207,"Cherry","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,"3",102,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.5420678,"Street tree","Fair",-80.18712879,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Pole/post;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","306 Grant St","306","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1208,"Cherry","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,"2",725.34,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54211386,"Street tree","Fair",-80.18705147,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Sidewalk;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","306 Grant St","306","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1209,"Cherry","Mature",,"Good",0.55,,"Within crown",1,"51-75%",1,"2",918.01,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54218788,"Street tree","Fair",-80.18696864,,1,9,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Sidewalk;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-stem","","","","","","318 Grant St","318","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1210,"Cherry","Semi-mature",,"Good",0.55,,"Within crown",1,"51-75%",1,,283.34,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54224239,"Street tree","Fair",-80.18690498,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","318 Grant St","318","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1211,"Cherry","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,,102,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54241353,"Street tree","Fair",-80.18671161,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","328 Grant St","328","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1212,"Cherry","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,,102,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54247186,"Street tree","Fair",-80.18663738,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","328 Grant St","328","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1213,"Cherry","Young",,"Good",0.55,,"Within crown",1,"51-75%",1,,102,"",0,"STD","3/8/18","3/8/18","","PR","Prunus sp","Prunus","sp",40.54254572,"Street tree","Fair",-80.18654942,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","328 Grant St","328","Grant St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1214,"Pear-Callery","Young",,"Good",0.5,,"Within crown",1,"51-75%",1,,92.73,"",0,"STD","3/8/18","3/8/18","","PYCA","Pyrus calleryana","Pyrus","calleryana",40.54286488,"Street tree","Fair",-80.18620313,"Yes",1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Poor branch structure","Topping/heading cuts","","","","","205 Thorn St","205","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1215,"Oak-Chinkapin","Young",,"Good",0.75,,"No",1,"51-75%",1,,139.09,"",0,"STD","3/8/18","4/5/18","","QUMU","Quercus muehlenbergii","Quercus","muehlenbergii",40.54215041,"Street tree","Fair",-80.18333495,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","234 Beaver St","234","Beaver St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1216,"Oak-Chinkapin","Young",,"Good",0.75,,"No",1,"51-75%",1,,61.82,"",0,"STD","3/8/18","4/5/18","","QUMU","Quercus muehlenbergii","Quercus","muehlenbergii",40.54205761,"Street tree","Fair",-80.18341312,,1,2,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"Mulch needed","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","302 Beaver St","302","Beaver St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1217,"Oak-Chinkapin","Young",,"Dead",,,"No",1,"51-75%",1,"1",0,"",0,"STD","3/8/18","4/5/18","","QUMU","Quercus muehlenbergii","Quercus","muehlenbergii",40.541975,"Street tree","Fair",-80.18348708,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","Remove","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","302 Beaver St","302","Beaver St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1218,"Maple-Sugar","Young",,"Good",0.75,,"No",1,"51-75%",1,,139.09,"",0,"STD","3/8/18","3/8/18","","ACSA2","Acer saccharum","Acer","saccharum",40.54192883,"Street tree","Fair",-80.18357985,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","425 Little St","425","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1219,"Maple-Sugar","Semi-mature",,"Good",0.55,,"No",1,"51-75%",1,,556.37,"",0,"STD","3/8/18","4/5/18","","ACSA2","Acer saccharum","Acer","saccharum",40.54185289,"Street tree","Fair",-80.18367442,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","425 Little St","425","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1220,"Maple-Norway","Mature",,"Good",0.55,,"No",1,"51-75%",1,"2",4091.37,"",0,"STD","3/8/18","3/8/18","","ACPL","Acer platanoides","Acer","platanoides",40.54166408,"Street tree","Fair",-80.18383243,,1,19,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","416 Little St","416","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1221,"Lilac-Japanese Tree","Young",,"Good",0.75,,"No",1,"51-75%",1,,139.09,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54158503,"Street tree","Fair",-80.18398296,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","412 Little St","412","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1222,"Lilac-Japanese Tree","Young",,"Good",0.75,,"No",1,"51-75%",1,,139.09,"",0,"STD","3/8/18","3/8/18","","SYRE","Syringa reticulata","Syringa","reticulata",40.54141597,"Street tree","Fair",-80.18417451,,1,3,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","305 Thorn St","305","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1223,"Elm","Young",,"Good",0.7,,"No",1,"51-75%",1,,1168.37,"",0,"STD","3/9/18","3/9/18","","ULS","Ulmus sp","Ulmus","sp",40.54104747,"Street tree","Fair",-80.18459538,,1,9,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","302 Thorn St","302","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1224,"Oak-Pin","Semi-mature",,"Good",0.65,,"No",1,"51-75%",1,,1339.41,"",0,"STD","3/9/18","3/9/18","","QUPA","Quercus palustris","Quercus","palustris",40.54096525,"Street tree","Fair",-80.18466796,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","302 Thorn St","302","Thorn St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1225,"Planetree-London","Mature",,"Good",0.65,,"Within 10 ft",1,"51-75%",1,"1",18873.94,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54082877,"Street tree","Fair",-80.18479408,,1,39,0,0,0,0,4.5,"No","No","Yes","Significant","Probable","Unlikely","Low","Low","Branches","Street",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Rib","Seam","Hanger","Sidewalk lifting-minor","","334 Little St","334","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1226,"Planetree-London","Mature",,"Fair",0.65,,"Within 10 ft",1,"51-75%",1,"1",12412.79,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54078989,"Street tree","Fair",-80.18491104,,1,37,0,0,0,0,4.5,"No","Yes","Yes","Severe","Probable","Unlikely","Very low","Low","Branches","Sidewalk",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","Cavity-suspected","Seam","Rib","","","334 Little St","334","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1227,"Planetree-London","Mature",,"Good",0.65,,"No",1,"51-75%",1,"1",13437.74,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54069293,"Street tree","Fair",-80.18497634,,1,32,0,0,0,0,4.5,"No","Yes","Yes","Significant","Probable","Unlikely","Low","Low","Branches","Street",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Cavity-suspected","","","","","303 Henry Ave","303","Henry Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1228,"Maple-Sugar","Mature",,"Good",0.75,,"No",1,"51-75%",1,,6815.52,"",0,"STD","3/9/18","3/9/18","","ACSA2","Acer saccharum","Acer","saccharum",40.54058104,"Street tree","Fair",-80.18509835,,1,21,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Cavity-stem","Corrected lean","","","","","303 Henry Ave","303","Henry Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1229,"Planetree-London","Mature",,"Poor",0.65,,"No",1,"51-75%",1,"1",3587.7,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.5405565,"Street tree","Fair",-80.1851714,,1,25,0,0,0,0,4.5,"No","No","Yes","Significant","Possible","Somewhat likely","High","Moderate","Roots","Street",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Wound-root flare","Wound-stem","Cavity-suspected","Cavity-branch","","","303 Henry Ave","303","Henry Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1230,"Planetree-London","Mature",,"Good",0.65,,"Within 10 ft",1,"51-75%",1,"1",22413.98,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54041523,"Street tree","Fair",-80.18528667,,1,44,0,0,0,0,4.5,"No","No","Yes","Significant","Probable","Likely","High","High","Branches","Street","Building","1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Overextended branch","","","","","304 Henry Ave","304","Henry Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1231,"Planetree-London","Mature",,"Good",0.65,,"Within 10 ft",1,"51-75%",1,"1",17377.9,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54037153,"Street tree","Fair",-80.18539162,,1,37,0,0,0,0,4.5,"No","No","Yes","Significant","Possible","Unlikely","Low","Low","Branches","Street",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Cavity-stem","Dead branches >2","Overextended branch","","","","216 Henry Ave","216","Henry Ave","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1232,"Planetree-London","Mature",,"Good",0.65,,"Within 10 ft",1,"51-75%",1,,12615.42,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54024793,"Street tree","Fair",-80.18548125,,1,31,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Lean","","","","","","302 Little St","302","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1233,"Planetree-London","Mature",,"Good",0.65,,"Within 10 ft",1,"51-75%",1,"1",13437.74,"",0,"STD","3/9/18","3/9/18","","PLAC1","Platanus x acerifolia","Platanus","x acerifolia",40.54016671,"Street tree","Fair",-80.1855924,,1,32,0,0,0,0,4.5,"No","No","Yes","Severe","Imminent","Unlikely","Very low","Low","Branches","Sidewalk",,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Risk Mitigation","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","Hanger","Seam","","","","302 Little St","302","Little St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
